date,state,district,mandi,crop,variety,grade,min_price,max_price,modal_price,arrivals_tonnes,temperature_c,rainfall_mm,humidity_pct,demand_score,msp,month,day_of_week
2022-05-03,Rajasthan,Kota,Kota,Wheat,Dara,Average,1894.04,2012.44,1950.42,155.9,36.7,0.0,12.7,83.0,2015,5,Tuesday
2022-05-04,Rajasthan,Kota,Kota,Wheat,Dara,Average,1907.86,2033.38,1967.63,193.0,38.1,0.0,18.3,87.9,2015,5,Wednesday
2022-05-05,Rajasthan,Kota,Kota,Wheat,Dara,Average,1937.94,2083.49,2007.25,125.0,37.5,0.0,16.7,94.9,2015,5,Thursday
2022-05-06,Rajasthan,Kota,Kota,Wheat,Dara,Average,1928.16,2115.41,2017.33,198.4,39.0,0.0,12.6,97.8,2015,5,Friday
2022-05-07,Rajasthan,Kota,Kota,Wheat,Dara,Average,1912.73,2065.98,1985.71,207.8,37.6,0.0,13.4,93.3,2015,5,Saturday
2022-05-08,Rajasthan,Kota,Kota,Wheat,Dara,Average,1956.29,2066.31,2008.68,,39.3,0.0,21.7,93.9,2015,5,Sunday
2022-05-09,Rajasthan,Kota,Kota,Wheat,Dara,Average,1929.38,2108.89,2014.86,153.2,39.6,0.0,11.8,95.5,2015,5,Monday
2022-05-10,Rajasthan,Kota,Kota,Wheat,Dara,Average,1981.98,2114.58,2045.12,136.3,38.5,0.0,16.7,91.3,2015,5,Tuesday
2022-05-11,Rajasthan,Kota,Kota,Wheat,Dara,Average,1983.88,2121.32,2049.33,103.9,39.4,0.0,22.4,93.1,2015,5,Wednesday
2022-05-12,Rajasthan,Kota,Kota,Wheat,Dara,Average,1961.72,2132.2,2042.9,115.2,39.9,0.0,16.5,89.9,2015,5,Thursday
2022-05-13,Rajasthan,Kota,Kota,Wheat,Dara,Average,1944.36,2127.9,2031.76,142.5,38.7,0.0,22.9,89.3,2015,5,Friday
2022-05-14,Rajasthan,Kota,Kota,Wheat,Dara,Average,2026.79,2137.64,2079.58,131.5,42.5,0.0,15.6,97.5,2015,5,Saturday
2022-05-15,Rajasthan,Kota,Kota,Wheat,Dara,Average,1998.83,2164.71,2077.82,18.4,38.9,5.4,16.9,101.6,2015,5,Sunday
2022-05-16,Rajasthan,Kota,Kota,Wheat,Dara,Average,1983.84,2150.08,2063.0,152.6,38.0,0.0,12.5,92.9,2015,5,Monday
2022-05-17,Rajasthan,Kota,Kota,Wheat,Dara,Average,1987.31,2165.32,2072.08,101.9,41.4,0.0,14.5,87.6,2015,5,Tuesday
2022-05-18,Rajasthan,Kota,Kota,Wheat,Dara,Average,2031.87,2146.95,2086.67,79.7,38.6,0.0,16.8,98.5,2015,5,Wednesday
2022-05-19,Rajasthan,Kota,Kota,Wheat,Dara,Average,2014.55,2199.64,2102.69,115.3,38.2,0.0,16.6,103.7,2015,5,Thursday
2022-05-20,Rajasthan,Kota,Kota,Wheat,Dara,Average,2033.68,2166.39,2096.88,72.0,40.0,0.0,22.3,97.0,2015,5,Friday
2022-05-21,Rajasthan,Kota,Kota,Wheat,Dara,Average,2049.41,2174.03,2108.75,70.7,38.9,0.0,11.4,97.4,2015,5,Saturday
2022-05-22,Rajasthan,Kota,Kota,Wheat,Dara,Average,2061.03,2193.73,2124.22,,38.1,0.0,21.3,97.2,2015,5,Sunday
2022-05-23,Rajasthan,Kota,Kota,Wheat,Dara,Average,2064.91,2218.8,2138.19,77.2,36.4,0.0,13.4,104.9,2015,5,Monday
2022-05-24,Rajasthan,Kota,Kota,Wheat,Dara,Average,2050.6,2220.3,2131.41,68.0,38.2,0.0,18.0,87.0,2015,5,Tuesday
2022-05-25,Rajasthan,Kota,Kota,Wheat,Dara,Average,2072.96,2225.06,2145.39,95.4,37.4,0.0,11.6,98.0,2015,5,Wednesday
2022-05-26,Rajasthan,Kota,Kota,Wheat,Dara,Average,2069.28,2212.81,2137.63,68.4,40.7,0.0,14.2,97.2,2015,5,Thursday
2022-05-27,Rajasthan,Kota,Kota,Wheat,Dara,Average,2077.77,2199.41,2135.69,99.2,36.1,0.0,9.5,103.8,2015,5,Friday
2022-05-28,Rajasthan,Kota,Kota,Wheat,Dara,Average,2089.82,2213.65,2148.79,111.2,36.9,0.0,14.1,104.1,2015,5,Saturday
2022-05-29,Rajasthan,Kota,Kota,Wheat,Dara,Average,2051.33,2231.4,2137.08,22.8,39.1,2.4,14.2,106.4,2015,5,Sunday
2022-05-30,Rajasthan,Kota,Kota,Wheat,Dara,Average,2072.48,2251.75,2157.85,81.9,39.4,0.0,18.2,107.7,2015,5,Monday
2022-05-31,Rajasthan,Kota,Kota,Wheat,Dara,Average,2075.91,2254.08,2160.75,72.8,38.8,0.0,11.1,101.5,2015,5,Tuesday
2022-06-01,Rajasthan,Kota,Kota,Wheat,Dara,Average,2112.23,2248.44,2177.09,69.8,37.7,0.0,38.7,98.4,2015,6,Wednesday
2022-06-02,Rajasthan,Kota,Kota,Wheat,Dara,Average,2129.4,2268.68,2195.72,48.9,40.6,0.0,40.4,103.4,2015,6,Thursday
2022-06-03,Rajasthan,Kota,Kota,Wheat,Dara,Average,2094.37,2297.08,2190.9,68.9,36.5,0.0,42.6,102.0,2015,6,Friday
2022-06-04,Rajasthan,Kota,Kota,Wheat,Dara,Average,2130.61,2266.86,2195.49,79.4,40.4,0.0,45.8,105.4,2015,6,Saturday
2022-06-05,Rajasthan,Kota,Kota,Wheat,Dara,Average,2111.35,2310.33,2206.1,21.2,36.2,0.0,44.4,109.2,2015,6,Sunday
2022-06-06,Rajasthan,Kota,Kota,Wheat,Dara,Average,2085.74,2277.4,2177.01,62.1,38.3,0.0,43.7,99.3,2015,6,Monday
2022-06-07,Rajasthan,Kota,Kota,Wheat,Dara,Average,2128.89,2300.84,2210.77,46.6,39.0,0.0,45.5,102.7,2015,6,Tuesday
2022-06-08,Rajasthan,Kota,Kota,Wheat,Dara,Average,2107.42,2297.54,2197.95,56.6,37.5,0.0,41.5,103.5,2015,6,Wednesday
2022-06-09,Rajasthan,Kota,Kota,Wheat,Dara,Average,2117.41,2249.17,2180.15,51.4,36.4,0.0,39.4,92.5,2015,6,Thursday
2022-06-10,Rajasthan,Kota,Kota,Wheat,Dara,Average,2116.94,2254.81,2182.59,71.9,35.4,0.0,43.4,108.3,2015,6,Friday
2022-06-11,Rajasthan,Kota,Kota,Wheat,Dara,Average,2099.43,2279.32,2185.09,48.4,36.3,0.0,44.9,112.3,2015,6,Saturday
2022-06-12,Rajasthan,Kota,Kota,Wheat,Dara,Average,2094.22,2285.46,2185.29,17.0,38.2,0.0,48.8,98.0,2015,6,Sunday
2022-06-13,Rajasthan,Kota,Kota,Wheat,Dara,Average,2141.73,2292.44,2213.5,51.9,38.6,0.0,40.5,107.1,2015,6,Monday
2022-06-14,Rajasthan,Kota,Kota,Wheat,Dara,Average,2104.91,2279.9,2188.24,48.4,35.4,0.0,44.3,109.2,2015,6,Tuesday
2022-06-15,Rajasthan,Kota,Kota,Wheat,Dara,Average,2091.75,2271.18,2177.19,46.1,35.1,0.0,45.2,99.0,2015,6,Wednesday
2022-06-16,Rajasthan,Kota,Kota,Wheat,Dara,Average,2066.94,2267.96,2162.66,59.2,35.0,0.0,43.3,101.2,2015,6,Thursday
2022-06-17,Rajasthan,Kota,Kota,Wheat,Dara,Average,2118.34,2263.2,2187.32,58.6,34.3,0.0,47.4,100.0,2015,6,Friday
2022-06-18,Rajasthan,Kota,Kota,Wheat,Dara,Average,2118.21,2266.91,2189.02,37.9,34.6,12.4,52.3,102.8,2015,6,Saturday
2022-06-19,Rajasthan,Kota,Kota,Wheat,Dara,Average,2087.69,2262.62,2170.99,,35.1,0.0,40.5,105.2,2015,6,Sunday
2022-06-20,Rajasthan,Kota,Kota,Wheat,Dara,Average,2084.3,2266.48,2171.05,22.2,35.7,4.0,41.5,100.8,2015,6,Monday
2022-06-21,Rajasthan,Kota,Kota,Wheat,Dara,Average,2082.97,2278.16,2175.92,57.3,34.5,0.0,37.4,104.9,2015,6,Tuesday
2022-06-22,Rajasthan,Kota,Kota,Wheat,Dara,Average,2062.32,2245.69,2149.64,40.9,30.5,0.0,39.7,96.3,2015,6,Wednesday
2022-06-23,Rajasthan,Kota,Kota,Wheat,Dara,Average,2041.97,2241.17,2136.83,52.5,36.3,0.0,41.1,98.9,2015,6,Thursday
2022-06-24,Rajasthan,Kota,Kota,Wheat,Dara,Average,2093.05,2218.5,2152.79,42.7,35.0,1.1,42.1,97.5,2015,6,Friday
2022-06-25,Rajasthan,Kota,Kota,Wheat,Dara,Average,2085.24,2275.58,2175.88,53.1,34.0,0.0,39.7,108.1,2015,6,Saturday
2022-06-26,Rajasthan,Kota,Kota,Wheat,Dara,Average,2070.15,2263.79,2162.36,14.2,36.2,0.0,40.9,105.7,2015,6,Sunday
2022-06-27,Rajasthan,Kota,Kota,Wheat,Dara,Average,2048.1,2232.69,2136.0,51.3,34.5,0.0,45.4,94.4,2015,6,Monday
2022-06-28,Rajasthan,Kota,Kota,Wheat,Dara,Average,2073.61,2233.42,2149.71,45.1,33.4,0.0,41.6,112.7,2015,6,Tuesday
2022-06-29,Rajasthan,Kota,Kota,Wheat,Dara,Average,2072.32,2198.82,2132.56,53.3,31.5,0.0,43.9,104.2,2015,6,Wednesday
2022-06-30,Rajasthan,Kota,Kota,Wheat,Dara,Average,2048.63,2205.08,2123.13,52.2,31.1,0.0,46.7,102.4,2015,6,Thursday
2022-07-01,Rajasthan,Kota,Kota,Wheat,Dara,Average,2058.02,2257.06,2152.8,27.8,33.2,5.5,58.6,110.4,2015,7,Friday
2022-07-02,Rajasthan,Kota,Kota,Wheat,Dara,Average,2058.23,2238.39,2144.02,46.1,32.0,0.0,55.4,100.9,2015,7,Saturday
2022-07-03,Rajasthan,Kota,Kota,Wheat,Dara,Average,2110.24,2224.97,2164.87,34.0,31.9,9.1,63.5,105.3,2015,7,Sunday
2022-07-04,Rajasthan,Kota,Kota,Wheat,Dara,Average,2056.37,2255.33,2151.11,29.9,34.8,5.0,57.4,110.2,2015,7,Monday
2022-07-05,Rajasthan,Kota,Kota,Wheat,Dara,Average,2062.75,2231.23,2142.98,38.6,33.6,0.0,60.6,95.6,2015,7,Tuesday
2022-07-06,Rajasthan,Kota,Kota,Wheat,Dara,Average,2078.93,2248.21,2159.54,40.7,33.4,0.0,57.2,107.2,2015,7,Wednesday
2022-07-07,Rajasthan,Kota,Kota,Wheat,Dara,Average,2058.29,2191.91,2121.92,30.1,32.7,8.3,62.6,96.7,2015,7,Thursday
2022-07-08,Rajasthan,Kota,Kota,Wheat,Dara,Average,2069.51,2215.42,2138.99,43.5,34.0,14.5,66.0,106.0,2015,7,Friday
2022-07-09,Rajasthan,Kota,Kota,Wheat,Dara,Average,2056.03,2248.89,2147.87,40.6,35.5,19.0,66.7,106.6,2015,7,Saturday
2022-07-10,Rajasthan,Kota,Kota,Wheat,Dara,Average,2076.12,2212.69,2141.15,12.2,33.6,3.1,63.7,110.2,2015,7,Sunday
2022-07-11,Rajasthan,Kota,Kota,Wheat,Dara,Average,2032.01,2191.61,2108.01,44.2,30.9,0.0,54.2,99.2,2015,7,Monday
2022-07-12,Rajasthan,Kota,Kota,Wheat,Dara,Average,2033.74,2213.8,2119.48,39.7,30.8,0.0,59.9,106.0,2015,7,Tuesday
2022-07-13,Rajasthan,Kota,Kota,Wheat,Dara,Average,2053.2,2174.0,2110.72,40.0,33.5,12.4,63.8,99.4,2015,7,Wednesday
2022-07-14,Rajasthan,Kota,Kota,Wheat,Dara,Average,1997.87,2194.03,2091.28,32.3,34.3,0.0,60.7,105.0,2015,7,Thursday
2022-07-15,Rajasthan,Kota,Kota,Wheat,Dara,Average,2052.26,2173.66,2110.07,55.6,31.1,0.0,58.1,104.1,2015,7,Friday
2022-07-16,Rajasthan,Kota,Kota,Wheat,Dara,Average,2027.13,2215.96,2117.05,39.9,31.1,3.8,56.4,106.6,2015,7,Saturday
2022-07-17,Rajasthan,Kota,Kota,Wheat,Dara,Average,2073.43,2195.61,2131.61,,29.8,2.0,59.6,98.2,2015,7,Sunday
2022-07-18,Rajasthan,Kota,Kota,Wheat,Dara,Average,2072.34,2197.63,2132.0,52.1,33.8,0.0,59.9,104.0,2015,7,Monday
2022-07-19,Rajasthan,Kota,Kota,Wheat,Dara,Average,2051.31,2208.62,2126.22,38.9,31.9,0.0,55.3,99.0,2015,7,Tuesday
2022-07-20,Rajasthan,Kota,Kota,Wheat,Dara,Average,2033.06,2229.89,2126.79,31.6,29.8,0.0,59.9,104.7,2015,7,Wednesday
2022-07-21,Rajasthan,Kota,Kota,Wheat,Dara,Average,2035.78,2174.57,2101.87,36.9,31.3,0.0,63.5,100.3,2015,7,Thursday
2022-07-22,Rajasthan,Kota,Kota,Wheat,Dara,Average,2009.03,2155.06,2078.57,37.9,33.1,0.0,60.7,101.3,2015,7,Friday
2022-07-23,Rajasthan,Kota,Kota,Wheat,Dara,Average,1983.95,2126.36,2051.76,38.8,30.7,9.3,59.5,103.2,2015,7,Saturday
2022-07-24,Rajasthan,Kota,Kota,Wheat,Dara,Average,1993.78,2168.31,2076.89,9.8,31.1,0.0,57.1,115.8,2015,7,Sunday
2022-07-25,Rajasthan,Kota,Kota,Wheat,Dara,Average,1961.27,2150.97,2051.6,60.4,32.2,0.0,58.2,109.4,2015,7,Monday
2022-07-26,Rajasthan,Kota,Kota,Wheat,Dara,Average,1975.51,2116.09,2042.45,28.9,32.5,0.0,56.4,102.7,2015,7,Tuesday
2022-07-27,Rajasthan,Kota,Kota,Wheat,Dara,Average,1994.47,2123.57,2055.95,44.8,32.2,0.0,58.0,100.0,2015,7,Wednesday
2022-07-28,Rajasthan,Kota,Kota,Wheat,Dara,Average,1953.31,2143.0,2043.64,38.2,32.4,10.9,62.5,93.1,2015,7,Thursday
2022-07-29,Rajasthan,Kota,Kota,Wheat,Dara,Average,1960.06,2141.69,2046.55,41.0,32.5,0.0,59.3,110.1,2015,7,Friday
2022-07-30,Rajasthan,Kota,Kota,Wheat,Dara,Average,1995.17,2114.93,2052.2,42.9,29.1,17.2,67.0,112.2,2015,7,Saturday
2022-07-31,Rajasthan,Kota,Kota,Wheat,Dara,Average,1937.95,2128.82,2028.84,,29.8,0.0,57.9,103.2,2015,7,Sunday
2022-08-01,Rajasthan,Kota,Kota,Wheat,Dara,Average,1948.98,2058.7,2001.23,50.4,31.4,0.0,62.5,106.5,2015,8,Monday
2022-08-02,Rajasthan,Kota,Kota,Wheat,Dara,Average,1933.74,2045.55,1986.98,27.4,29.8,2.8,67.3,95.7,2015,8,Tuesday
2022-08-03,Rajasthan,Kota,Kota,Wheat,Dara,Average,1956.02,2087.29,2018.53,38.7,30.4,8.2,64.1,104.8,2015,8,Wednesday
2022-08-04,Rajasthan,Kota,Kota,Wheat,Dara,Average,1956.03,2111.62,2030.12,35.9,32.7,0.0,64.0,101.9,2015,8,Thursday
2022-08-05,Rajasthan,Kota,Kota,Wheat,Dara,Average,2007.74,2116.27,2059.42,34.7,32.6,0.0,59.9,103.2,2015,8,Friday
2022-08-06,Rajasthan,Kota,Kota,Wheat,Dara,Average,1968.77,2114.49,2038.16,33.3,31.9,0.0,62.7,95.2,2015,8,Saturday
2022-08-07,Rajasthan,Kota,Kota,Wheat,Dara,Average,1958.99,2131.57,2041.17,30.4,31.3,0.0,57.2,103.3,2015,8,Sunday
2022-08-08,Rajasthan,Kota,Kota,Wheat,Dara,Average,1993.87,2156.54,2071.33,48.9,29.8,0.0,56.1,104.2,2015,8,Monday
2022-08-09,Rajasthan,Kota,Kota,Wheat,Dara,Average,2023.21,2157.25,2087.04,53.1,34.3,0.0,60.7,104.8,2015,8,Tuesday
2022-08-10,Rajasthan,Kota,Kota,Wheat,Dara,Average,2002.1,2161.93,2078.21,35.5,30.4,4.1,62.2,101.6,2015,8,Wednesday
2022-08-11,Rajasthan,Kota,Kota,Wheat,Dara,Average,2025.44,2140.2,2080.09,38.3,31.6,0.0,60.1,98.3,2015,8,Thursday
2022-08-12,Rajasthan,Kota,Kota,Wheat,Dara,Average,2004.03,2122.37,2060.38,52.6,32.1,0.0,64.3,98.4,2015,8,Friday
2022-08-13,Rajasthan,Kota,Kota,Wheat,Dara,Average,1985.01,2152.36,2064.7,51.6,29.1,0.0,64.9,108.7,2015,8,Saturday
2022-08-14,Rajasthan,Kota,Kota,Wheat,Dara,Average,1945.13,2131.86,2034.05,7.6,29.0,0.0,60.9,102.7,2015,8,Sunday
2022-08-15,Rajasthan,Kota,Kota,Wheat,Dara,Average,1975.92,2117.14,2043.17,38.2,31.7,0.0,61.7,104.7,2015,8,Monday
2022-08-16,Rajasthan,Kota,Kota,Wheat,Dara,Average,1970.23,2137.54,2049.9,36.1,35.3,0.0,61.7,107.9,2015,8,Tuesday
2022-08-17,Rajasthan,Kota,Kota,Wheat,Dara,Average,1954.97,2139.54,2042.86,34.7,28.6,1.3,62.5,105.7,2015,8,Wednesday
2022-08-18,Rajasthan,Kota,Kota,Wheat,Dara,Average,1945.36,2114.98,2026.13,51.9,31.0,0.0,54.5,110.0,2015,8,Thursday
2022-08-19,Rajasthan,Kota,Kota,Wheat,Dara,Average,1965.61,2097.14,2028.24,58.4,28.7,5.9,62.0,104.5,2015,8,Friday
2022-08-20,Rajasthan,Kota,Kota,Wheat,Dara,Average,1955.18,2093.62,2021.1,47.2,29.6,0.0,56.8,109.8,2015,8,Saturday
2022-08-21,Rajasthan,Kota,Kota,Wheat,Dara,Average,1950.38,2092.48,2018.05,9.6,30.8,16.4,74.3,100.6,2015,8,Sunday
2022-08-22,Rajasthan,Kota,Kota,Wheat,Dara,Average,,,2031.32,39.9,29.7,0.0,61.4,99.9,2015,8,Monday
2022-08-23,Rajasthan,Kota,Kota,Wheat,Dara,Average,1944.87,2122.08,2029.26,28.2,30.9,0.0,64.9,98.4,2015,8,Tuesday
2022-08-24,Rajasthan,Kota,Kota,Wheat,Dara,Average,1983.54,2109.29,2043.42,58.5,29.9,0.0,61.3,103.8,2015,8,Wednesday
2022-08-25,Rajasthan,Kota,Kota,Wheat,Dara,Average,1952.93,2107.76,2026.66,43.3,28.4,0.0,60.9,100.6,2015,8,Thursday
2022-08-26,Rajasthan,Kota,Kota,Wheat,Dara,Average,1935.57,2123.67,2025.14,54.4,31.2,6.4,64.5,95.4,2015,8,Friday
2022-08-27,Rajasthan,Kota,Kota,Wheat,Dara,Average,2005.57,2137.53,2068.41,50.3,30.4,0.0,65.8,106.4,2015,8,Saturday
2022-08-28,Rajasthan,Kota,Kota,Wheat,Dara,Average,1989.77,2175.67,2078.29,11.7,29.4,0.0,65.4,105.2,2015,8,Sunday
2022-08-29,Rajasthan,Kota,Kota,Wheat,Dara,Average,2029.49,2154.86,2089.19,54.1,31.1,0.0,61.4,112.3,2015,8,Monday
2022-08-30,Rajasthan,Kota,Kota,Wheat,Dara,Average,1971.87,2160.62,2061.75,35.6,33.8,4.2,70.2,105.8,2015,8,Tuesday
2022-08-31,Rajasthan,Kota,Kota,Wheat,Dara,Average,2029.78,2196.65,2109.24,45.1,30.6,0.0,61.1,107.0,2015,8,Wednesday
2022-09-01,Rajasthan,Kota,Kota,Wheat,Dara,Average,2045.62,2206.9,2122.42,32.7,30.9,0.0,49.3,112.1,2015,9,Thursday
2022-09-02,Rajasthan,Kota,Kota,Wheat,Dara,Average,2068.23,2183.31,2123.03,43.1,29.1,0.0,48.8,103.6,2015,9,Friday
2022-09-03,Rajasthan,Kota,Kota,Wheat,Dara,Average,2079.07,2217.22,2144.86,23.7,31.5,0.0,50.9,106.5,2015,9,Saturday
2022-09-04,Rajasthan,Kota,Kota,Wheat,Dara,Average,2082.74,2200.87,2138.99,9.8,30.0,16.2,53.4,100.9,2015,9,Sunday
2022-09-05,Rajasthan,Kota,Kota,Wheat,Dara,Average,2030.65,2180.93,2102.21,56.8,29.3,0.0,51.1,98.3,2015,9,Monday
2022-09-06,Rajasthan,Kota,Kota,Wheat,Dara,Average,2041.41,2189.84,2112.09,47.4,30.7,0.0,50.8,100.8,2015,9,Tuesday
2022-09-07,Rajasthan,Kota,Kota,Wheat,Dara,Average,2045.55,2203.09,2120.57,36.4,29.5,0.0,54.3,112.3,2015,9,Wednesday
2022-09-08,Rajasthan,Kota,Kota,Wheat,Dara,Average,2034.43,2164.36,2096.3,43.8,29.2,0.0,53.9,95.1,2015,9,Thursday
2022-09-09,Rajasthan,Kota,Kota,Wheat,Dara,Average,2041.78,2185.09,2110.02,37.9,30.6,0.0,53.0,109.9,2015,9,Friday
2022-09-10,Rajasthan,Kota,Kota,Wheat,Dara,Average,2045.23,2216.36,2126.72,45.9,30.8,0.0,45.5,103.5,2015,9,Saturday
2022-09-11,Rajasthan,Kota,Kota,Wheat,Dara,Average,2078.32,2199.72,2136.13,50.8,29.6,0.0,61.4,106.3,2015,9,Sunday
2022-09-12,Rajasthan,Kota,Kota,Wheat,Dara,Average,2055.48,2173.46,2111.66,41.9,29.6,0.0,46.6,98.5,2015,9,Monday
2022-09-13,Rajasthan,Kota,Kota,Wheat,Dara,Average,2020.2,2211.76,2111.42,33.6,29.9,0.0,49.3,106.7,2015,9,Tuesday
2022-09-14,Rajasthan,Kota,Kota,Wheat,Dara,Average,2039.77,2208.0,2119.88,32.5,26.9,15.4,59.3,108.8,2015,9,Wednesday
2022-09-15,Rajasthan,Kota,Kota,Wheat,Dara,Average,2050.95,2192.11,2118.17,32.5,30.2,9.3,50.1,102.8,2015,9,Thursday
2022-09-16,Rajasthan,Kota,Kota,Wheat,Dara,Average,2055.76,2168.66,2109.52,28.5,29.5,0.0,47.9,116.2,2015,9,Friday
2022-09-17,Rajasthan,Kota,Kota,Wheat,Dara,Average,2031.16,2219.39,2120.79,38.0,28.9,14.6,59.3,111.6,2015,9,Saturday
2022-09-18,Rajasthan,Kota,Kota,Wheat,Dara,Average,2064.35,2191.88,2125.08,,28.8,0.0,56.8,107.4,2015,9,Sunday
2022-09-19,Rajasthan,Kota,Kota,Wheat,Dara,Average,2002.36,2185.44,2089.54,49.0,28.9,0.0,46.4,101.3,2015,9,Monday
2022-09-20,Rajasthan,Kota,Kota,Wheat,Dara,Average,2020.25,2167.15,2090.2,47.1,30.4,0.0,51.2,95.9,2015,9,Tuesday
2022-09-21,Rajasthan,Kota,Kota,Wheat,Dara,Average,2024.27,2177.89,2097.42,26.6,30.8,0.0,49.7,102.2,2015,9,Wednesday
2022-09-22,Rajasthan,Kota,Kota,Wheat,Dara,Average,2043.52,2194.4,2115.37,29.6,29.4,0.0,47.4,103.6,2015,9,Thursday
2022-09-23,Rajasthan,Kota,Kota,Wheat,Dara,Average,2047.32,2194.21,2117.27,39.7,28.3,0.0,51.4,96.4,2015,9,Friday
2022-09-24,Rajasthan,Kota,Kota,Wheat,Dara,Average,2065.0,2233.14,2145.07,40.3,30.2,0.0,52.6,106.7,2015,9,Saturday
2022-09-25,Rajasthan,Kota,Kota,Wheat,Dara,Average,2120.72,2241.43,2178.2,8.8,28.5,0.0,49.0,112.5,2015,9,Sunday
2022-09-26,Rajasthan,Kota,Kota,Wheat,Dara,Average,2105.98,2246.16,2172.73,32.1,29.1,0.0,50.8,101.4,2015,9,Monday
2022-09-27,Rajasthan,Kota,Kota,Wheat,Dara,Average,2103.74,2246.92,2171.92,34.4,28.9,0.0,54.1,103.5,2015,9,Tuesday
2022-09-28,Rajasthan,Kota,Kota,Wheat,Dara,Average,2114.22,2248.65,2178.23,52.8,26.4,0.0,47.4,106.3,2015,9,Wednesday
2022-09-29,Rajasthan,Kota,Kota,Wheat,Dara,Average,2101.77,2278.88,2186.11,41.7,27.8,0.0,51.3,115.0,2015,9,Thursday
2022-09-30,Rajasthan,Kota,Kota,Wheat,Dara,Average,2101.35,2246.16,2170.31,47.7,27.3,0.0,48.3,99.5,2015,9,Friday
2022-10-01,Rajasthan,Kota,Kota,Wheat,Dara,Average,2105.05,2297.1,2196.5,29.2,25.2,0.0,35.8,105.7,2015,10,Saturday
2022-10-02,Rajasthan,Kota,Kota,Wheat,Dara,Average,2111.22,2280.94,2192.04,,25.7,0.0,39.0,103.6,2015,10,Sunday
2022-10-03,Rajasthan,Kota,Kota,Wheat,Dara,Average,2129.07,2258.81,2190.85,43.6,26.7,0.0,37.0,103.1,2015,10,Monday
2022-10-04,Rajasthan,Kota,Kota,Wheat,Dara,Average,2096.7,2258.0,2173.51,35.2,28.0,0.0,36.0,109.6,2015,10,Tuesday
2022-10-05,Rajasthan,Kota,Kota,Wheat,Dara,Average,2082.42,2279.39,2176.22,32.1,26.3,0.0,42.4,102.4,2015,10,Wednesday
2022-10-06,Rajasthan,Kota,Kota,Wheat,Dara,Average,2100.23,2265.85,2179.1,38.8,27.4,0.0,41.6,100.0,2015,10,Thursday
2022-10-07,Rajasthan,Kota,Kota,Wheat,Dara,Average,2109.67,2229.5,2166.73,35.5,27.4,0.0,38.9,108.2,2015,10,Friday
2022-10-08,Rajasthan,Kota,Kota,Wheat,Dara,Average,2064.25,2261.62,2158.24,40.3,27.4,0.0,37.3,107.5,2015,10,Saturday
2022-10-09,Rajasthan,Kota,Kota,Wheat,Dara,Average,2046.21,2234.33,2135.79,4.2,24.7,0.0,31.4,106.5,2015,10,Sunday
2022-10-10,Rajasthan,Kota,Kota,Wheat,Dara,Average,2060.92,2235.7,2144.15,35.5,26.5,9.1,41.0,107.3,2015,10,Monday
2022-10-11,Rajasthan,Kota,Kota,Wheat,Dara,Average,2065.15,2219.92,2138.85,38.6,25.0,0.0,34.1,104.4,2015,10,Tuesday
2022-10-12,Rajasthan,Kota,Kota,Wheat,Dara,Average,2060.22,2199.17,2126.39,40.7,26.8,0.0,38.4,98.6,2015,10,Wednesday
2022-10-13,Rajasthan,Kota,Kota,Wheat,Dara,Average,2048.27,2248.43,2143.58,35.4,23.9,0.0,31.8,101.3,2015,10,Thursday
2022-10-14,Rajasthan,Kota,Kota,Wheat,Dara,Average,2063.36,2247.84,2151.21,45.9,22.0,0.0,38.8,101.5,2015,10,Friday
2022-10-15,Rajasthan,Kota,Kota,Wheat,Dara,Average,2092.1,2280.14,2181.64,49.0,24.6,0.0,37.0,109.5,2015,10,Saturday
2022-10-16,Rajasthan,Kota,Kota,Wheat,Dara,Average,2104.76,2249.78,2173.82,12.5,26.4,0.0,35.8,109.8,2015,10,Sunday
2022-10-17,Rajasthan,Kota,Kota,Wheat,Dara,Average,2070.66,2202.72,2133.55,39.2,21.0,0.0,36.3,97.4,2015,10,Monday
2022-10-18,Rajasthan,Kota,Kota,Wheat,Dara,Average,2046.5,2186.42,2113.13,31.9,22.7,0.0,39.5,101.5,2015,10,Tuesday
2022-10-19,Rajasthan,Kota,Kota,Wheat,Dara,Average,2027.12,2179.48,2099.67,35.9,22.9,0.0,33.4,102.2,2015,10,Wednesday
2022-10-20,Rajasthan,Kota,Kota,Wheat,Dara,Average,2056.43,2180.37,2115.45,50.8,23.9,0.0,37.1,102.8,2015,10,Thursday
2022-10-21,Rajasthan,Kota,Kota,Wheat,Dara,Average,2066.07,2198.77,2129.26,30.9,22.1,0.0,37.8,104.8,2015,10,Friday
2022-10-22,Rajasthan,Kota,Kota,Wheat,Dara,Average,2043.43,2213.74,2124.53,51.1,23.5,0.0,39.1,97.6,2015,10,Saturday
2022-10-23,Rajasthan,Kota,Kota,Wheat,Dara,Average,2106.99,2237.34,2169.06,,21.5,0.0,38.6,108.7,2015,10,Sunday
2022-10-24,Rajasthan,Kota,Kota,Wheat,Dara,Average,2064.3,2248.68,2152.1,24.2,21.8,0.0,36.2,104.4,2015,10,Monday
2022-10-25,Rajasthan,Kota,Kota,Wheat,Dara,Average,2067.78,2231.91,2145.94,44.0,23.0,0.0,36.1,98.8,2015,10,Tuesday
