demand_id,buyer_id,buyer_type,buyer_name,commodity,required_quantity_quintal,required_quality,max_moisture_percent,offered_price_rs_per_quintal,payment_terms,delivery_location,requirement_window_days,verification_status,data_status
D0278,B0076,Wholesale,Jodhpur Wholesale Buyer 7,Maize,100,FAQ,12.5,2400,Immediate UPI/RTGS,Jodhpur,5,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0279,B0082,Retail Chain,Jodhpur Retail Chain Buyer 17,Mustard,25,Bold Seed,7.6,6120,30% advance + balance on delivery,Jodhpur,10,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0280,B0151,Institutional,Barmer Institutional Buyer 9,Bajra,50,FAQ,9.8,2120,Immediate UPI/RTGS,Barmer,3,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0281,B0180,Wholesale,Bhilwara Wholesale Buyer 52,Gram,300,FAQ,8.9,5880,30% advance + balance on delivery,Bhilwara,14,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0282,B0207,FPO,Kota FPO Buyer 20,Gram,750,Grade A,8.2,5320,Payment after quality acceptance,Kota,30,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0283,B0063,Institutional,Chittorgarh Institutional Buyer 12,Gram,100,Grade A,7.3,4940,30% advance + balance on delivery,Chittorgarh,14,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0284,B0031,Wholesale,Bhilwara Wholesale Buyer 2,Gram,2000,FAQ,9.1,5240,T+1 day,Bhilwara,10,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0285,B0188,FPO,Ajmer FPO Buyer 16,Gram,2000,FAQ,8.0,5480,T+7 days,Ajmer,7,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0286,B0128,Exporter,Chittorgarh Exporter Buyer 59,Gram,1500,Grade A,7.2,4990,30% advance + balance on delivery,Chittorgarh,5,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0287,B0059,Retail Chain,Bharatpur Retail Chain Buyer 66,Bajra,1000,FAQ,9.1,2240,Immediate UPI/RTGS,Bharatpur,5,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0288,B0220,FPO,Sikar FPO Buyer 5,Tomato,75,B,87.7,1710,T+1 day,Sikar,10,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0289,B0129,Processor,Nagaur Processor Buyer 7,Gram,200,FAQ,7.7,5100,30% advance + balance on delivery,Nagaur,3,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0290,B0084,Institutional,Hanumangarh Institutional Buyer 12,Mustard,150,Bold Seed,5.0,5990,T+1 day,Hanumangarh,7,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0291,B0188,FPO,Bikaner FPO Buyer 70,Maize,500,FAQ,11.5,2150,T+7 days,Bikaner,3,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0292,B0001,Retail Chain,Bhilwara Retail Chain Buyer 49,Onion,25,Large,74.2,2050,Immediate UPI/RTGS,Bhilwara,5,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0293,B0072,Exporter,Bikaner Exporter Buyer 12,Garlic,75,Medium,69.8,12280,30% advance + balance on delivery,Bikaner,10,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0294,B0035,Processor,Chittorgarh Processor Buyer 51,Tomato,50,A,88.8,3380,Immediate UPI/RTGS,Chittorgarh,10,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0295,B0180,FPO,Bharatpur FPO Buyer 42,Maize,200,Grade A,12.4,2400,T+1 day,Bharatpur,3,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0296,B0028,Retail Chain,Barmer Retail Chain Buyer 22,Bajra,50,Clean,10.4,2290,T+7 days,Barmer,3,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0297,B0024,FPO,Bikaner FPO Buyer 21,Maize,150,Grade A,13.5,2050,Payment after quality acceptance,Bikaner,14,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0298,B0183,Retail Chain,Nagaur Retail Chain Buyer 32,Maize,75,Grade A,12.2,2010,Immediate UPI/RTGS,Nagaur,21,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0299,B0219,Exporter,Nagaur Exporter Buyer 58,Gram,25,FAQ,7.3,5830,Immediate UPI/RTGS,Nagaur,30,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0300,B0051,Processor,Jaipur Processor Buyer 52,Mustard,100,Bold Seed,7.1,5530,Payment after quality acceptance,Jaipur,3,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0301,B0208,Exporter,Jaipur Exporter Buyer 17,Mustard,100,FAQ,7.7,6330,T+3 days,Jaipur,3,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0302,B0211,Processor,Jaipur Processor Buyer 51,Tomato,1000,B,87.1,3010,Payment after quality acceptance,Jaipur,10,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0303,B0115,Exporter,Alwar Exporter Buyer 20,Onion,150,Small,73.8,1910,30% advance + balance on delivery,Alwar,5,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0304,B0023,Retail Chain,Sri Ganganagar Retail Chain Buyer 36,Tomato,500,B,87.4,1110,T+1 day,Sri Ganganagar,21,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0305,B0140,Retail Chain,Sri Ganganagar Retail Chain Buyer 63,Wheat,200,Grade A,11.7,2810,30% advance + balance on delivery,Sri Ganganagar,7,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0306,B0008,Processor,Ajmer Processor Buyer 36,Gram,1000,FAQ,9.4,5360,T+7 days,Ajmer,14,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0307,B0069,Processor,Ajmer Processor Buyer 69,Maize,1500,FAQ,13.3,2200,T+1 day,Ajmer,14,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0308,B0061,Retail Chain,Hanumangarh Retail Chain Buyer 76,Onion,75,Medium,74.4,1650,Payment after quality acceptance,Hanumangarh,7,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0309,B0215,Wholesale,Udaipur Wholesale Buyer 64,Onion,1000,Large,72.9,1680,T+7 days,Udaipur,3,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0310,B0123,Wholesale,Alwar Wholesale Buyer 1,Wheat,25,Grade A,11.8,2870,T+1 day,Alwar,30,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0311,B0006,Processor,Chittorgarh Processor Buyer 19,Onion,200,Large,74.1,1350,T+1 day,Chittorgarh,30,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0312,B0151,FPO,Kota FPO Buyer 13,Onion,1500,Medium,72.9,2210,T+1 day,Kota,5,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0313,B0178,FPO,Bhilwara FPO Buyer 79,Tomato,2000,B,87.7,3670,30% advance + balance on delivery,Bhilwara,30,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0314,B0046,Wholesale,Bharatpur Wholesale Buyer 1,Garlic,150,Export,69.8,6300,T+7 days,Bharatpur,30,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0315,B0164,FPO,Udaipur FPO Buyer 73,Bajra,1000,FAQ,11.8,2380,T+1 day,Udaipur,7,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0316,B0211,Exporter,Sikar Exporter Buyer 43,Maize,75,Grade A,11.0,2010,T+1 day,Sikar,5,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0317,B0013,Retail Chain,Bharatpur Retail Chain Buyer 50,Onion,2000,Medium,74.2,1200,T+1 day,Bharatpur,10,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0318,B0123,Wholesale,Sikar Wholesale Buyer 74,Garlic,50,Export,69.3,13480,T+1 day,Sikar,5,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0319,B0082,Retail Chain,Barmer Retail Chain Buyer 34,Mustard,150,FAQ,5.2,5250,T+1 day,Barmer,10,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0320,B0153,Exporter,Jodhpur Exporter Buyer 79,Mustard,50,Bold Seed,7.1,6060,T+7 days,Jodhpur,21,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0321,B0049,Processor,Ajmer Processor Buyer 53,Garlic,200,Export,68.7,7100,Payment after quality acceptance,Ajmer,14,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0322,B0147,Processor,Bharatpur Processor Buyer 71,Gram,25,Grade A,7.5,5800,T+3 days,Bharatpur,3,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0323,B0123,Retail Chain,Bharatpur Retail Chain Buyer 26,Mustard,1500,FAQ,5.1,6730,T+1 day,Bharatpur,21,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0324,B0121,Retail Chain,Bikaner Retail Chain Buyer 63,Mustard,150,Bold Seed,5.3,6210,30% advance + balance on delivery,Bikaner,10,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0325,B0012,FPO,Hanumangarh FPO Buyer 34,Onion,75,Medium,73.4,2340,T+1 day,Hanumangarh,30,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0326,B0022,Wholesale,Ajmer Wholesale Buyer 45,Wheat,1500,Grade A,11.9,2320,30% advance + balance on delivery,Ajmer,5,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0327,B0122,Wholesale,Nagaur Wholesale Buyer 74,Garlic,750,Medium,68.4,12030,Immediate UPI/RTGS,Nagaur,10,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0328,B0043,Exporter,Kota Exporter Buyer 28,Bajra,500,FAQ,9.4,2320,T+7 days,Kota,3,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0329,B0082,Wholesale,Nagaur Wholesale Buyer 9,Maize,1000,FAQ,12.2,2230,T+7 days,Nagaur,14,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0330,B0151,Institutional,Jodhpur Institutional Buyer 67,Gram,25,Grade A,7.3,6390,T+1 day,Jodhpur,5,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0331,B0089,Retail Chain,Udaipur Retail Chain Buyer 53,Mustard,150,Bold Seed,6.1,6570,T+7 days,Udaipur,14,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0332,B0010,FPO,Ajmer FPO Buyer 51,Wheat,75,Grade A,11.1,2710,Immediate UPI/RTGS,Ajmer,21,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0333,B0080,FPO,Hanumangarh FPO Buyer 36,Gram,200,Grade A,9.6,5570,Payment after quality acceptance,Hanumangarh,3,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0334,B0069,Exporter,Bharatpur Exporter Buyer 54,Bajra,500,FAQ,9.6,2510,T+1 day,Bharatpur,30,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0335,B0132,Institutional,Barmer Institutional Buyer 21,Tomato,200,A,87.9,1080,30% advance + balance on delivery,Barmer,10,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0336,B0064,Processor,Ajmer Processor Buyer 5,Wheat,100,Grade A,9.2,2270,T+3 days,Ajmer,21,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0337,B0163,Retail Chain,Sikar Retail Chain Buyer 16,Gram,750,FAQ,7.7,5810,T+7 days,Sikar,14,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0338,B0089,Institutional,Nagaur Institutional Buyer 21,Bajra,750,Clean,11.2,2540,Payment after quality acceptance,Nagaur,3,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0339,B0220,Processor,Sri Ganganagar Processor Buyer 29,Wheat,1000,FAQ,11.0,2470,T+3 days,Sri Ganganagar,21,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0340,B0122,Retail Chain,Nagaur Retail Chain Buyer 17,Wheat,1500,FAQ,10.8,2210,Immediate UPI/RTGS,Nagaur,5,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0341,B0109,Exporter,Chittorgarh Exporter Buyer 49,Gram,1500,Grade A,8.4,5500,T+1 day,Chittorgarh,10,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0342,B0216,Processor,Udaipur Processor Buyer 48,Garlic,750,Export,68.9,11780,30% advance + balance on delivery,Udaipur,7,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0343,B0071,Processor,Bikaner Processor Buyer 34,Mustard,150,Bold Seed,5.6,6030,30% advance + balance on delivery,Bikaner,30,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0344,B0170,Retail Chain,Barmer Retail Chain Buyer 41,Wheat,1000,FAQ,11.2,2710,Payment after quality acceptance,Barmer,10,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0345,B0150,Institutional,Hanumangarh Institutional Buyer 74,Gram,300,FAQ,8.0,4890,Payment after quality acceptance,Hanumangarh,5,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0346,B0169,FPO,Jodhpur FPO Buyer 72,Onion,75,Small,72.9,3350,T+7 days,Jodhpur,5,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0347,B0057,Retail Chain,Bhilwara Retail Chain Buyer 46,Bajra,1500,FAQ,11.2,2210,T+3 days,Bhilwara,10,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0348,B0031,Wholesale,Bharatpur Wholesale Buyer 61,Onion,500,Small,74.6,3370,30% advance + balance on delivery,Bharatpur,14,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0349,B0136,Processor,Hanumangarh Processor Buyer 39,Tomato,50,B,87.2,2750,T+1 day,Hanumangarh,5,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0350,B0081,Exporter,Sri Ganganagar Exporter Buyer 24,Onion,500,Small,73.5,1560,Payment after quality acceptance,Sri Ganganagar,5,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0351,B0148,Institutional,Jaipur Institutional Buyer 21,Wheat,100,Grade A,11.4,2410,Immediate UPI/RTGS,Jaipur,5,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0352,B0002,Institutional,Sri Ganganagar Institutional Buyer 5,Garlic,500,Export,67.6,8920,T+3 days,Sri Ganganagar,3,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0353,B0058,Wholesale,Jaipur Wholesale Buyer 45,Maize,1500,Grade A,11.4,2210,T+7 days,Jaipur,14,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0354,B0117,Retail Chain,Kota Retail Chain Buyer 67,Bajra,150,Clean,10.3,2470,Payment after quality acceptance,Kota,5,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0355,B0005,Wholesale,Sikar Wholesale Buyer 30,Tomato,75,A,89.2,2860,T+1 day,Sikar,5,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0356,B0097,FPO,Kota FPO Buyer 33,Bajra,1500,FAQ,10.8,2140,Immediate UPI/RTGS,Kota,21,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0357,B0098,Wholesale,Jaipur Wholesale Buyer 16,Wheat,300,Grade A,10.4,2760,T+1 day,Jaipur,5,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0358,B0070,Wholesale,Sri Ganganagar Wholesale Buyer 80,Gram,1500,FAQ,8.3,6130,Immediate UPI/RTGS,Sri Ganganagar,14,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0359,B0156,Retail Chain,Kota Retail Chain Buyer 26,Gram,500,Grade A,9.5,5300,T+1 day,Kota,7,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0360,B0177,Processor,Ajmer Processor Buyer 62,Gram,500,Grade A,7.7,5330,Immediate UPI/RTGS,Ajmer,21,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0361,B0024,Wholesale,Nagaur Wholesale Buyer 66,Mustard,500,FAQ,7.2,5580,Immediate UPI/RTGS,Nagaur,7,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0362,B0209,FPO,Bharatpur FPO Buyer 23,Tomato,25,A,89.6,1310,T+3 days,Bharatpur,30,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0363,B0219,Processor,Chittorgarh Processor Buyer 18,Garlic,25,Export,68.9,5090,T+3 days,Chittorgarh,7,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0364,B0047,Wholesale,Hanumangarh Wholesale Buyer 15,Gram,200,Grade A,8.2,5670,T+7 days,Hanumangarh,7,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0365,B0034,Institutional,Barmer Institutional Buyer 8,Tomato,75,A,87.3,1370,30% advance + balance on delivery,Barmer,10,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0366,B0176,FPO,Udaipur FPO Buyer 17,Bajra,200,Clean,11.8,2130,Immediate UPI/RTGS,Udaipur,10,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0367,B0181,FPO,Kota FPO Buyer 68,Wheat,200,FAQ,11.9,2210,Payment after quality acceptance,Kota,30,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0368,B0089,Wholesale,Sri Ganganagar Wholesale Buyer 50,Mustard,100,FAQ,7.5,6430,30% advance + balance on delivery,Sri Ganganagar,14,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0369,B0219,Exporter,Bhilwara Exporter Buyer 64,Wheat,750,FAQ,9.2,2800,T+7 days,Bhilwara,7,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0370,B0165,Processor,Bharatpur Processor Buyer 49,Onion,100,Medium,74.5,2600,Immediate UPI/RTGS,Bharatpur,10,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0371,B0031,Retail Chain,Kota Retail Chain Buyer 64,Tomato,500,A,87.3,2410,T+7 days,Kota,3,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0372,B0131,Wholesale,Barmer Wholesale Buyer 72,Mustard,1000,FAQ,7.0,5970,T+7 days,Barmer,7,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0373,B0144,Processor,Nagaur Processor Buyer 80,Wheat,500,Grade A,11.1,2620,T+3 days,Nagaur,21,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0374,B0088,Wholesale,Kota Wholesale Buyer 46,Mustard,100,Bold Seed,6.6,5200,T+3 days,Kota,21,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0375,B0028,Processor,Hanumangarh Processor Buyer 33,Wheat,75,FAQ,9.6,2720,T+7 days,Hanumangarh,5,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0376,B0163,FPO,Chittorgarh FPO Buyer 76,Maize,300,FAQ,13.3,1950,T+7 days,Chittorgarh,10,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0377,B0111,Wholesale,Jaipur Wholesale Buyer 75,Tomato,25,B,89.8,3630,T+1 day,Jaipur,21,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0378,B0130,FPO,Kota FPO Buyer 50,Bajra,1000,Clean,11.9,2510,Payment after quality acceptance,Kota,30,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0379,B0207,Exporter,Sri Ganganagar Exporter Buyer 18,Gram,150,FAQ,8.2,5950,Payment after quality acceptance,Sri Ganganagar,21,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0380,B0056,Wholesale,Chittorgarh Wholesale Buyer 26,Onion,750,Small,73.9,2810,T+3 days,Chittorgarh,21,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0381,B0139,Wholesale,Chittorgarh Wholesale Buyer 42,Bajra,75,FAQ,11.3,2740,30% advance + balance on delivery,Chittorgarh,10,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0382,B0028,Retail Chain,Hanumangarh Retail Chain Buyer 4,Gram,25,Grade A,7.4,6130,Payment after quality acceptance,Hanumangarh,3,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0383,B0038,Retail Chain,Barmer Retail Chain Buyer 8,Gram,150,Grade A,7.6,5440,30% advance + balance on delivery,Barmer,3,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0384,B0058,Wholesale,Kota Wholesale Buyer 72,Tomato,1500,B,87.7,3670,Payment after quality acceptance,Kota,7,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0385,B0142,Institutional,Sri Ganganagar Institutional Buyer 7,Garlic,1500,Medium,69.2,8200,T+1 day,Sri Ganganagar,14,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0386,B0194,Wholesale,Hanumangarh Wholesale Buyer 76,Maize,2000,FAQ,13.3,2370,T+1 day,Hanumangarh,7,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0387,B0031,Processor,Bhilwara Processor Buyer 49,Bajra,75,FAQ,10.3,2750,30% advance + balance on delivery,Bhilwara,7,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0388,B0120,Retail Chain,Udaipur Retail Chain Buyer 20,Bajra,25,FAQ,9.5,2520,T+3 days,Udaipur,14,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0389,B0019,Retail Chain,Bikaner Retail Chain Buyer 41,Gram,750,FAQ,9.9,5710,30% advance + balance on delivery,Bikaner,3,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0390,B0057,Wholesale,Jodhpur Wholesale Buyer 28,Garlic,50,Export,68.0,8570,T+3 days,Jodhpur,7,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0391,B0030,Retail Chain,Jodhpur Retail Chain Buyer 45,Tomato,1500,B,87.7,840,Payment after quality acceptance,Jodhpur,14,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0392,B0099,Retail Chain,Bhilwara Retail Chain Buyer 33,Wheat,300,Grade A,9.1,2340,30% advance + balance on delivery,Bhilwara,30,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0393,B0083,Processor,Bikaner Processor Buyer 66,Tomato,1500,A,89.8,1780,T+1 day,Bikaner,30,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0394,B0214,Wholesale,Alwar Wholesale Buyer 14,Mustard,100,FAQ,6.6,6280,Payment after quality acceptance,Alwar,21,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0395,B0184,Wholesale,Chittorgarh Wholesale Buyer 43,Mustard,25,FAQ,5.3,6370,Immediate UPI/RTGS,Chittorgarh,5,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0396,B0100,Retail Chain,Udaipur Retail Chain Buyer 58,Mustard,150,Bold Seed,6.3,6240,Immediate UPI/RTGS,Udaipur,10,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0397,B0180,Wholesale,Bhilwara Wholesale Buyer 10,Wheat,50,Grade A,11.8,2250,Immediate UPI/RTGS,Bhilwara,7,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0398,B0102,Wholesale,Bharatpur Wholesale Buyer 4,Mustard,500,Bold Seed,5.5,6170,T+1 day,Bharatpur,5,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0399,B0096,Processor,Bhilwara Processor Buyer 2,Gram,1500,FAQ,7.4,6450,Immediate UPI/RTGS,Bhilwara,14,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0400,B0055,Processor,Bharatpur Processor Buyer 53,Mustard,2000,FAQ,5.5,6080,T+1 day,Bharatpur,14,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0401,B0218,Processor,Kota Processor Buyer 71,Maize,1000,Grade A,12.9,1960,Immediate UPI/RTGS,Kota,7,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0402,B0085,Processor,Kota Processor Buyer 46,Gram,1000,FAQ,9.0,6040,T+1 day,Kota,3,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0403,B0085,Processor,Hanumangarh Processor Buyer 79,Mustard,500,Bold Seed,7.1,6350,T+1 day,Hanumangarh,14,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0404,B0202,Processor,Sri Ganganagar Processor Buyer 29,Onion,200,Large,74.2,1830,T+7 days,Sri Ganganagar,7,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0405,B0115,Wholesale,Bhilwara Wholesale Buyer 46,Bajra,500,Clean,10.5,2690,Immediate UPI/RTGS,Bhilwara,5,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0406,B0068,Retail Chain,Nagaur Retail Chain Buyer 10,Gram,750,FAQ,9.7,5300,30% advance + balance on delivery,Nagaur,21,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0407,B0067,Wholesale,Barmer Wholesale Buyer 70,Garlic,25,Export,68.4,10640,T+1 day,Barmer,7,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0408,B0035,Retail Chain,Hanumangarh Retail Chain Buyer 60,Maize,2000,FAQ,12.2,2270,30% advance + balance on delivery,Hanumangarh,3,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0409,B0046,Institutional,Barmer Institutional Buyer 73,Bajra,500,FAQ,11.2,2300,T+7 days,Barmer,7,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0410,B0095,Institutional,Barmer Institutional Buyer 30,Maize,50,FAQ,13.0,2230,30% advance + balance on delivery,Barmer,30,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0411,B0167,Exporter,Bikaner Exporter Buyer 42,Garlic,25,Medium,69.1,5400,30% advance + balance on delivery,Bikaner,21,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0412,B0168,Wholesale,Udaipur Wholesale Buyer 49,Gram,75,Grade A,8.8,5760,Immediate UPI/RTGS,Udaipur,14,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0413,B0210,Processor,Hanumangarh Processor Buyer 45,Garlic,300,Large,69.4,8610,30% advance + balance on delivery,Hanumangarh,3,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0414,B0072,Processor,Ajmer Processor Buyer 28,Tomato,750,A,87.6,4090,T+3 days,Ajmer,14,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0415,B0124,Retail Chain,Sri Ganganagar Retail Chain Buyer 62,Maize,2000,Grade A,11.6,2040,T+1 day,Sri Ganganagar,21,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
